Jitter(local),Jitter(local),Jitter (rap),"Jitter(local, absolute)",Jitter (rap),Jitter (ppq5),Jitter (ppq5),Jitter (ddp),Jitter (ddp),Shimmer (local),Shimmer (local),"Shimmer (local, db)",Shimmer (apq3),Shimmer (apq3),Shimmer (apq5),Shimmer (apq5),Shimmer (apq11),Shimmer (apq11),Shimmer (dda),Shimmer (dda),AC,NDH,HTM,Median Pitch,Mean Pitch,Standard deviation,Minimum pitch,Maximum pitch,Number of pulses,Number of periods,Mean period,Standard deviation of period,Fraction of locally unvoiced frames,Fraction of locally unvoiced frames,Number of voice breaks,Degree of voice breaks,Degree of voice breaks,status
0.0167300,1.673,0.007530,9.84900000E-05,0.753,0.00789,0.789,0.02259,2.259,0.20198,20.198,1.656,0.10888,10.888,0.15034,15.034,0.20667,20.667,0.32663,32.663,0.618739,0.657339,2.171,162.295,169.537,14.847,153.519,199.358,59,54,0.005886067,0.000509235,0.47761,47.761,1,0.25126,25.126,0
0.0517200,5.172,0.026690,1.85918000E-04,2.669,0.02621,2.621,0.08006,8.006,0.19757,19.757,1.658,0.06645,6.645,0.06954,6.954,0.135740833,13.57408333,0.19935,19.935,0.634261,0.6147,2.503,200.523,281.899,130.041,92.86,457.439,91,71,0.003594875,0.001760823,0.38333,38.333,2,0.25549,25.549,0
0.0909500,9.095,0.041580,2.28661000E-04,4.158,0.04655,4.655,0.12474,12.474,0.21516,21.516,1.885,0.09856,9.856,0.14352,14.352,0.135740833,13.57408333,0.29568,29.568,0.582815,0.759623,1.503,467.963,385.167,135.228,156.682,489.309,135,111,0.002514062,0.001267533,0.44444,44.444,2,0.29512,29.512,0
0.0180100,1.801,0.008070,1.01977000E-04,0.807,0.01057,1.057,0.02422,2.422,0.26995,26.995,2.17,0.16875,16.875,0.29087,29.087,0.135740833,13.57408333,0.50626,50.626,0.758438,0.329751,5.099,176.884,176.857,6.561,160.048,186.842,58,57,0.005663275,0.000238483,0.50769,50.769,0,0,0,0
0.0222900,2.229,0.010970,9.86050000E-05,1.097,0.01627,1.627,0.0329,3.29,0.30401,30.401,2.124,0.24317,24.317,0.40342,40.342,0.135740833,13.57408333,0.7295,72.95,0.724671,0.397016,4.35,242.346,231.861,26.496,187.586,260.819,60,55,0.004423502,0.000606539,0.58025,58.025,0,0,0,0
0.0591700,5.917,0.030610,1.61774000E-04,3.061,0.04114,4.114,0.09182,9.182,0.20778,20.778,1.92,0.10303,10.303,0.13383,13.383,0.135740833,13.57408333,0.3091,30.91,0.686166,0.517671,3.551,468.618,361.126,151.711,157.586,499.819,130,94,0.002733901,0.00174478,0.41538,41.538,1,0.22543,22.543,0
0.0153800,1.538,0.009510,1.10648000E-04,0.951,0.00699,0.699,0.02853,2.853,0.21995,21.995,1.919,0.12421,12.421,0.1463,14.63,0.13706,13.706,0.37263,37.263,0.678359,0.526637,3.496,138.305,138.989,4.312,130.982,148.204,100,99,0.007192097,0.000232734,0.35,35,0,0,0,0
0.0218400,2.184,0.009550,1.17389000E-04,0.955,0.00921,0.921,0.02865,2.865,0.22509,22.509,1.827,0.12848,12.848,0.1539,15.39,0.13342,13.342,0.38544,38.544,0.637052,0.60407,2.546,144.683,223.014,144.402,135.017,498.411,228,186,0.005375158,0.002305331,0.04167,4.167,1,0.01901,1.901,0
0.0219200,2.192,0.009710,1.16662000E-04,0.971,0.0112,1.12,0.02913,2.913,0.22686,22.686,1.952,0.10729,10.729,0.21804,21.804,0.16755,16.755,0.32188,32.188,0.651746,0.574026,2.888,159.198,213.888,116.037,144.406,496.113,130,113,0.00532226,0.001793389,0.23958,23.958,1,0.26382,26.382,0
0.0195700,1.957,0.011630,1.07328000E-04,1.163,0.00685,0.685,0.0349,3.49,0.32775,32.775,2.196,0.118298,11.8298,0.185137059,18.51370588,0.173918889,17.39188889,0.354894,35.4894,0.582429,0.74109,1.498,152.174,183.268,99.855,149.321,467.415,19,17,0.005485586,0.002046647,0.61765,61.765,1,0.357,35.7,0
0.0234400,2.344,0.006510,1.08825000E-04,0.651,0.00331,0.331,0.01952,1.952,0.27447,27.447,2.143,0.07286,7.286,0.01111,1.111,0.173918889,17.39188889,0.21858,21.858,0.654019,0.541904,2.806,152.445,257.94,150.624,145.227,455.182,33,24,0.004641756,0.002261522,0.64815,64.815,1,0.03629,3.629,0
0.0257500,2.575,0.005560,1.15175000E-04,0.556,0.00623,0.623,0.01667,1.667,0.26059,26.059,2.61,0.09741,9.741,0.10806,10.806,0.173918889,17.39188889,0.29222,29.222,0.644403,0.57739,2.68,141.89,251.213,162.396,136.526,501.414,37,27,0.004473616,0.002599428,0.62791,62.791,2,0.48485,48.485,0
0.0097400,0.974,0.005730,6.87920000E-05,0.573,0.00717,0.717,0.01719,1.719,0.2817,28.17,2.394,0.03354,3.354,0.185137059,18.51370588,0.173918889,17.39188889,0.10063,10.063,0.58568,0.71961,1.523,141.19,141.745,1.702,140.028,144.277,11,10,0.007059909,0.000106566,0.375,37.5,0,0,0,0
0.1217200,12.172,0.076430,2.48139000E-04,7.643,0.020704,2.0704,0.22929,22.929,0.20707,20.707,1.771,0.12792,12.792,0.11893,11.893,0.17604,17.604,0.38375,38.375,0.698721,0.434323,3.676,466.999,470.456,12.078,452.083,497.414,75,53,0.002038552,0.000282013,0.42857,42.857,0,0,0,0
0.0870300,8.703,0.049800,2.10114000E-04,4.98,0.06018,6.018,0.1494,14.94,0.30271,30.271,2.084,0.0471,4.71,0.185137059,18.51370588,0.173918889,17.39188889,0.14131,14.131,0.563548,0.79551,1.134,428.933,439.98,26.561,408.521,483.012,43,32,0.00241431,0.00074608,0.71429,71.429,0,0,0,0
0.1350300,13.503,0.077290,3.44210000E-04,7.729,0.10197,10.197,0.23188,23.188,0.21835,21.835,1.572,0.11565,11.565,0.185137059,18.51370588,0.173918889,17.39188889,0.34694,34.694,0.543894,0.855855,0.775,429.845,444.355,25.704,428.155,496.315,45,27,0.00254919,0.000570661,0.57627,57.627,0,0,0,0
0.1333800,13.338,0.080160,3.34454000E-04,8.016,0.08103,8.103,0.24048,24.048,0.31488,31.488,1.969,0.13087,13.087,0.185137059,18.51370588,0.173918889,17.39188889,0.3926,39.26,0.544298,0.843477,0.774,418.842,418.596,0.631,417.249,419.183,32,24,0.002507541,0.000756421,0.67391,67.391,0,0,0,0
0.1437600,14.376,0.075080,3.41099000E-04,7.508,0.08203,8.203,0.22525,22.525,0.23195,23.195,1.791,0.14343,14.343,0.185137059,18.51370588,0.173918889,17.39188889,0.43029,43.029,0.546885,0.833395,0.82,428.637,440.334,21.602,419.815,467.898,52,33,0.002372756,0.0004179,0.70588,70.588,1,0.421,42.1,0
0.0063900,0.639,0.002670,4.71970000E-05,0.267,0.00392,0.392,0.00801,0.801,0.26702,26.702,2.448,0.09421,9.421,0.185137059,18.51370588,0.173918889,17.39188889,0.28264,28.264,0.587409,0.710669,1.545,135.327,135.51,0.89,134.285,136.935,12,11,0.007381057,0.000058268,0.53571,53.571,0,0,0,0
0.0394400,3.944,0.016010,1.42688000E-04,1.601,0.01367,1.367,0.04802,4.802,0.22919,22.919,2.061,0.10789,10.789,0.13873,13.873,0.173918889,17.39188889,0.32366,32.366,0.644514,0.577941,2.657,225.681,302.472,147.192,138.068,526.41,168,132,0.003617893,0.001825833,0.6134,61.34,6,0.53257,53.257,0
0.0135000,1.35,0.005780,9.28640000E-05,0.578,0.00774,0.774,0.01733,1.733,0.27586,27.586,2.267,0.16223,16.223,0.21632,21.632,0.173918889,17.39188889,0.48668,48.668,0.625534,0.639253,2.336,136.347,152.627,78.688,124.787,495.298,93,83,0.006878867,0.001665413,0.31313,31.313,4,0.34871,34.871,0
0.0589000,5.89,0.027990,2.40942000E-04,2.799,0.0219,2.19,0.08397,8.397,0.2251,22.51,1.863,0.10202,10.202,0.15058,15.058,0.173918889,17.39188889,0.30607,30.607,0.609784,0.684258,2.053,387.79,302.029,152.268,132.004,493.901,135,90,0.004090874,0.002286039,0.44828,44.828,5,0.42119,42.119,0
0.0546600,5.466,0.034160,1.78488000E-04,3.416,0.02545,2.545,0.10247,10.247,0.23389,23.389,1.971,0.11515,11.515,0.185137059,18.51370588,0.173918889,17.39188889,0.34544,34.544,0.691644,0.484384,3.721,300.639,322.575,158.552,153.162,495.178,63,46,0.003265704,0.001885416,0.68421,68.421,5,0.56694,56.694,0
0.0215700,2.157,0.004000,1.33585000E-04,0.4,0.00617,0.617,0.012,1.2,0.21439,21.439,1.885,0.09958,9.958,0.14767,14.767,0.25858,25.858,0.29875,29.875,0.766443,0.356206,5.941,159.043,159.576,11.911,139.822,178.148,16,15,0.006192078,0.000476911,0.77193,77.193,0,0,0,0
0.0096000,0.96,0.004680,6.34330000E-05,0.468,0.00595,0.595,0.01404,1.404,0.31165,31.165,2.563,0.16188,16.188,0.27532,27.532,0.173918889,17.39188889,0.48565,48.565,0.696288,0.468696,3.787,151.449,151.916,8.685,133.364,162.708,50,48,0.006605199,0.000387992,0.4386,43.86,1,0.05276,5.276,0
0.0232700,2.327,0.011510,1.33470000E-04,1.151,0.01169,1.169,0.03452,3.452,0.28306,28.306,2.5,0.13778,13.778,0.30712,30.712,0.173918889,17.39188889,0.41334,41.334,0.647312,0.555229,2.672,151.187,180.17,97.347,142.557,495.309,44,39,0.005736737,0.001782819,0.5614,56.14,2,0.27816,27.816,0
0.0109700,1.097,0.003080,7.40670000E-05,0.308,0.00393,0.393,0.00923,0.923,0.27243,27.243,2.286,0.15665,15.665,0.21253,21.253,0.26247,26.247,0.46994,46.994,0.653332,0.573933,2.936,141.416,147.114,9.904,134.822,165.099,39,37,0.006753567,0.000455219,0.41667,41.667,1,0.30846,30.846,0
0.0377200,3.772,0.016480,1.62218000E-04,1.648,0.01069,1.069,0.04945,4.945,0.21454,21.454,1.774,0.14154,14.154,0.15478,15.478,0.10082,10.082,0.42462,42.462,0.656569,0.547532,2.903,166.625,258.136,140.295,133.862,504.988,78,60,0.004300062,0.002465447,0.41667,41.667,3,0.32835,32.835,0
0.0333500,3.335,0.015300,1.07986000E-04,1.53,0.0133,1.33,0.04589,4.589,0.24345,24.345,1.916,0.1808,18.08,0.40251,40.251,0.173918889,17.39188889,0.5424,54.24,0.730599,0.385338,4.478,322.543,329.451,160.622,166.268,496.445,79,57,0.003238289,0.002178697,0.52542,52.542,2,0.29147,29.147,0
0.0131200,1.312,0.004340,8.54650000E-05,0.434,0.00639,0.639,0.01302,1.302,0.26762,26.762,2.268,0.10135,10.135,0.185137059,18.51370588,0.173918889,17.39188889,0.30406,30.406,0.735958,0.381718,4.606,149.674,153.588,16.184,132.637,182.173,42,41,0.006513741,0.00063843,0.34884,34.884,0,0,0,0
0.0082300,0.823,0.003780,5.06520000E-05,0.378,0.00501,0.501,0.01134,1.134,0.23356,23.356,2.027,0.1321,13.21,0.2004,20.04,0.15921,15.921,0.39629,39.629,0.791205,0.294993,6.282,175.862,162.166,21.872,133.436,185.502,44,42,0.006156434,0.000833552,0.43396,43.396,1,0.30069,30.069,0
0.0107700,1.077,0.005160,7.63700000E-05,0.516,0.00562,0.562,0.01548,1.548,0.25151,25.151,2.24,0.13551,13.551,0.18503,18.503,0.17012,17.012,0.40654,40.654,0.720924,0.406623,4.26,140.714,140.593,4.892,133.54,148.239,25,24,0.007093756,0.000245133,0.72973,72.973,0,0,0,0
0.0038800,0.388,0.001340,2.77130000E-05,0.134,0.00177,0.177,0.00401,0.401,0.06802,6.802,0.599,0.04006,4.006,0.04143,4.143,0.04164,4.164,0.12017,12.017,0.976459,0.02866,17.276,139.896,140.185,5.943,129.52,157.715,787,786,0.007134378,0.000301975,0.00179,0.179,0,0,0,0
0.0046400,0.464,0.001530,2.94240000E-05,0.153,0.00166,0.166,0.00459,0.459,0.05455,5.455,0.511,0.0297,2.97,0.03715,3.715,0.03729,3.729,0.0891,8.91,0.975425,0.028601,18.308,155.809,158.676,36.722,126.99,451.682,311,308,0.006344624,0.000829895,0.00508,0.508,0,0,0,0
0.0055000,0.55,0.002290,3.70510000E-05,0.229,0.0026,0.26,0.00686,0.686,0.10358,10.358,0.937,0.06058,6.058,0.06958,6.958,0.06631,6.631,0.18175,18.175,0.96018,0.046741,15.852,153.981,148.333,18.52,100.915,179.611,355,354,0.006737749,0.000899466,0.01235,1.235,0,0,0,0
0.0171300,1.713,0.007290,8.65310000E-05,0.729,0.0066,0.66,0.02186,2.186,0.14882,14.882,1.477,0.0644,6.44,0.13562,13.562,0.135746429,13.57464286,0.19319,19.319,0.695491,0.479875,3.75,151.338,211.619,115.604,141.878,464.768,60,53,0.005052317,0.002134369,0.0625,6.25,0,0,0,0
0.0623900,6.239,0.029690,2.17459000E-04,2.969,0.03395,3.395,0.08908,8.908,0.24205,24.205,1.842,0.12514,12.514,0.13562,13.562,0.135746429,13.57464286,0.37542,37.542,0.609025,0.668614,1.996,381.409,295.748,139.946,140.944,492.212,88,72,0.00348529,0.002072507,0.42105,42.105,1,0.07201,7.201,0
0.0256500,2.565,0.009430,1.20269000E-04,0.943,0.00906,0.906,0.02829,2.829,0.22769,22.769,2.052,0.05907,5.907,0.13562,13.562,0.135746429,13.57464286,0.17722,17.722,0.635078,0.605041,2.483,147.834,236.577,117.861,141.722,405.174,55,48,0.004689049,0.002121083,0.53125,53.125,0,0,0,0
0.0154800,1.548,0.006440,8.94260000E-05,0.644,0.00385,0.385,0.01933,1.933,0.29709,29.709,2.263,0.13374,13.374,0.24902,24.902,0.135746429,13.57464286,0.40122,40.122,0.648234,0.585303,2.817,137.836,186.537,116.189,127.602,498.434,63,57,0.005775406,0.002352799,0.26316,26.316,1,0.10781,10.781,0
0.1227800,12.278,0.071230,2.99800000E-04,7.123,0.09272,9.272,0.2137,21.37,0.26469,26.469,1.942,0.17839,17.839,0.12311,12.311,0.135746429,13.57464286,0.53518,53.518,0.623747,0.625506,2.24,426.718,425.761,24.452,393.861,479.006,171,147,0.002441694,0.000480915,0.30159,30.159,0,0,0,0
0.0811700,8.117,0.041570,2.76758000E-04,4.157,0.05168,5.168,0.12472,12.472,0.25453,25.453,2.036,0.11334,11.334,0.07648,7.648,0.135746429,13.57464286,0.34003,34.003,0.61654,0.638303,2.094,378.455,303.228,133.81,127.288,472.536,79,69,0.003409639,0.001998006,0.59302,59.302,1,0.37156,37.156,0
0.0087700,0.877,0.005000,6.74410000E-05,0.5,0.00574,0.574,0.01501,1.501,0.3129,31.29,2.721,0.05276,5.276,0.13562,13.562,0.135746429,13.57464286,0.15828,15.828,0.568996,0.770709,1.219,130.25,130.166,0.89,128.155,131.024,11,10,0.007686044,0.000064859,0.75,75,0,0,0,0
0.1179200,11.792,0.056510,3.08369000E-04,5.651,0.06989,6.989,0.16953,16.953,0.2743,27.43,2.274,0.09764,9.764,0.0501,5.01,0.135746429,13.57464286,0.29291,29.291,0.539566,0.869277,0.695,386.606,388.178,6.004,378.502,397.694,83,69,0.002615156,0.00056843,0.66197,66.197,1,0.39583,39.583,0
0.0136600,1.366,0.005210,1.01768000E-04,0.521,0.00654,0.654,0.01562,1.562,0.29022,29.022,2.465,0.06027,6.027,0.13562,13.562,0.135746429,13.57464286,0.18082,18.082,0.564492,0.782941,1.133,131.632,134.713,10.947,122.043,159.507,30,28,0.007451672,0.000559093,0.53731,53.731,1,0.31633,31.633,0
0.0170500,1.705,0.005840,1.23309000E-04,0.584,0.00908,0.908,0.01751,1.751,0.22398,22.398,1.948,0.13241,13.241,0.1332,13.32,0.135746429,13.57464286,0.39722,39.722,0.680803,0.496785,3.42,137.643,138.611,4.275,132.969,148,13,12,0.007230473,0.000180636,0.59375,59.375,0,0,0,0
0.0356000,3.56,0.014940,1.39837000E-04,1.494,0.01621,1.621,0.04483,4.483,0.21646,21.646,1.882,0.10756,10.756,0.16907,16.907,0.21057,21.057,0.32268,32.268,0.654499,0.560299,2.881,172.573,278.993,149.145,135.197,491.975,254,188,0.00392851,0.00231391,0.55274,55.274,12,0.56585,56.585,0
0.0166600,1.666,0.006570,9.33830000E-05,0.657,0.00788,0.788,0.01971,1.971,0.24083,24.083,1.953,0.13462,13.462,0.18968,18.968,0.16084,16.084,0.40387,40.387,0.682361,0.500872,3.512,165.116,191.212,86.753,134.239,492.871,170,146,0.005604325,0.001430035,0.66667,66.667,6,0.63377,63.377,0
0.0234200,2.342,0.011290,1.09089000E-04,1.129,0.01143,1.143,0.03388,3.388,0.24724,24.724,2.045,0.12668,12.668,0.20292,20.292,0.15888,15.888,0.38005,38.005,0.714904,0.440761,4.306,175.656,222.121,105.144,144.62,491.42,218,196,0.004657893,0.001738668,0.53846,53.846,4,0.517,51.7,0
0.0341600,3.416,0.014040,1.34940000E-04,1.404,0.01624,1.624,0.04213,4.213,0.23066,23.066,1.745,0.12345,12.345,0.19955,19.955,0.2333,23.33,0.37034,37.034,0.717461,0.441039,4.485,198.113,270.63,129.265,143.741,496.187,346,286,0.003950448,0.001818178,0.62147,62.147,11,0.5311,53.11,0
0.0342400,3.424,0.011860,1.42902000E-04,1.186,0.01036,1.036,0.03558,3.558,0.17999,17.999,1.778,0.07951,7.951,0.05242,5.242,0.135746429,13.57464286,0.23854,23.854,0.666055,0.527916,3.089,167.284,253.748,154.528,140.796,487.541,32,24,0.004174063,0.002338876,0.70909,70.909,1,0.21002,21.002,0
0.0138400,1.384,0.003440,8.86320000E-05,0.344,0.00395,0.395,0.01032,1.032,0.23548,23.548,1.991,0.12727,12.727,0.22211,22.211,0.135746429,13.57464286,0.38181,38.181,0.68318,0.51985,3.664,160.677,159.615,13.011,135.631,188.823,43,41,0.006404543,0.000821297,0.43636,43.636,1,0.25401,25.401,0
0.0177500,1.775,0.005880,1.03667000E-04,0.588,0.00713,0.713,0.01765,1.765,0.18226,18.226,1.475,0.09254,9.254,0.15479,15.479,0.13794,13.794,0.27762,27.762,0.742669,0.402827,5.495,174.34,176.847,54.513,135.757,465.093,62,57,0.005841671,0.001221212,0.35,35,1,0.28922,28.922,0
0.0112000,1.12,0.003090,7.14780000E-05,0.309,0.00454,0.454,0.00926,0.926,0.20012,20.012,1.631,0.11129,11.129,0.18274,18.274,0.17248,17.248,0.33387,33.387,0.751124,0.384781,5.63,156.641,156.511,11.419,139.966,185.124,54,52,0.006380687,0.00046491,0.30189,30.189,1,0.24283,24.283,0
0.0164700,1.647,0.006170,9.94030000E-05,0.617,0.00641,0.641,0.0185,1.85,0.15469,15.469,1.402,0.08098,8.098,0.11369,11.369,0.11315,11.315,0.24293,24.293,0.714068,0.44684,4.422,155.388,177.641,64.406,138.545,347.091,64,56,0.006033726,0.001327776,0.24528,24.528,2,0.1848,18.48,0
0.0256400,2.564,0.009080,1.34566000E-04,0.908,0.00737,0.737,0.02723,2.723,0.19494,19.494,1.718,0.09657,9.657,0.13558,13.558,0.12244,12.244,0.28972,28.972,0.68742,0.481702,3.62,157.817,201.735,116.296,137.062,492.36,66,56,0.005249023,0.00206126,0.33929,33.929,2,0.21421,21.421,0
0.0197600,1.976,0.007390,1.22422000E-04,0.739,0.00806,0.806,0.02216,2.216,0.20587,20.587,1.773,0.08735,8.735,0.11787,11.787,0.13951,13.951,0.26204,26.204,0.66306,0.53688,3.076,160.038,161.857,14.353,142.273,182.871,59,57,0.006194214,0.000542783,0.33333,33.333,0,0,0,0
0.0226700,2.267,0.007390,1.08078000E-04,0.739,0.00569,0.569,0.02217,2.217,0.20453,20.453,1.764,0.10934,10.934,0.17498,17.498,0.15467,15.467,0.32803,32.803,0.748056,0.362561,4.992,175.029,237.591,128.94,149.063,491.092,110,90,0.004767727,0.001797899,0.15873,15.873,3,0.12358,12.358,0
0.0219500,2.195,0.006960,1.17937000E-04,0.696,0.00933,0.933,0.02089,2.089,0.18659,18.659,1.611,0.10617,10.617,0.15255,15.255,0.15143,15.143,0.3185,31.85,0.737783,0.422696,5.569,164.558,209.567,99.145,117.338,440.779,65,56,0.005372894,0.001644381,0.26087,26.087,0,0,0,0
0.0082600,0.826,0.002440,5.72710000E-05,0.244,0.00314,0.314,0.00733,0.733,0.06756,6.756,0.71,0.02401,2.401,0.0313,3.13,0.08069,8.069,0.07203,7.203,0.941221,0.08519,15.626,135.996,146.796,52.467,125.803,470.707,158,155,0.006936335,0.00134031,0.17557,17.557,1,0.03342,3.342,0
0.0063600,0.636,0.002590,4.49850000E-05,0.259,0.00306,0.306,0.00777,0.777,0.05871,5.871,0.574,0.02827,2.827,0.03202,3.202,0.04674,4.674,0.08482,8.482,0.947101,0.082167,19.588,139.577,141.066,6.278,132.08,159.183,123,121,0.007075908,0.000313094,0.11,11,0,0,0,0
0.0125100,1.251,0.005420,7.36730000E-05,0.542,0.00474,0.474,0.01627,1.627,0.04439,4.439,0.579,0.01482,1.482,0.02228,2.228,0.0406,4.06,0.04445,4.445,0.934483,0.108222,19.377,174.893,169.333,21.342,75.035,200.04,111,106,0.005888588,0.00118397,0.26136,26.136,1,0.05343,5.343,0
0.0172600,1.726,0.009250,1.37912000E-04,0.925,0.00756,0.756,0.02774,2.774,0.09162,9.162,0.907,0.04037,4.037,0.05087,5.087,0.0983,9.83,0.12112,12.112,0.899044,0.142331,12.271,124.928,124.761,3.226,119.728,130.653,38,37,0.007992376,0.000238288,0.2439,24.39,0,0,0,0
0.0332200,3.322,0.018130,2.65834000E-04,1.813,0.01574,1.574,0.0544,5.44,0.1073,10.73,1.069,0.03848,3.848,0.04321,4.321,0.10846,10.846,0.11544,11.544,0.862114,0.21733,10.664,125.639,124.813,4.385,114.426,135.935,38,36,0.008002965,0.000602788,0.39216,39.216,1,0.28019,28.019,0
0.0258000,2.58,0.014000,2.01800000E-04,1.4,0.01137,1.137,0.04201,4.201,0.12833,12.833,1.13,0.05352,5.352,0.07151,7.151,0.16224,16.224,0.16055,16.055,0.845105,0.210207,9.285,126.179,125.896,10.314,84.852,146.072,30,28,0.00782299,0.000330268,0.48889,48.889,0,0,0,0
0.0125500,1.255,0.006170,9.71320000E-05,0.617,0.00841,0.841,0.01852,1.852,0.09754,9.754,0.998,0.02578,2.578,0.03534,3.534,0.06537,6.537,0.07734,7.734,0.875431,0.190878,12.239,125.425,128.765,12.18,122.704,170.938,36,34,0.007739668,0.000707918,0.06667,6.667,0,0,0,0
0.0135200,1.352,0.006420,1.07367000E-04,0.642,0.00669,0.669,0.01925,1.925,0.10638,10.638,1.051,0.04462,4.462,0.05287,5.287,0.08845,8.845,0.13386,13.386,0.912115,0.116879,12.573,126.553,126.198,2.931,119.524,130.121,33,32,0.007939791,0.000237892,0.52459,52.459,0,0,0,0
0.0171000,1.71,0.007190,1.37256000E-04,0.719,0.00723,0.723,0.02158,2.158,0.11884,11.884,1.193,0.05383,5.383,0.06126,6.126,0.10362,10.362,0.16149,16.149,0.888396,0.154979,10.957,124.844,124.792,3.533,116.765,139.664,60,57,0.008025958,0.0003246,0.23529,23.529,2,0.16659,16.659,0
0.0135800,1.358,0.007110,1.07753000E-04,0.711,0.00799,0.799,0.02133,2.133,0.16032,16.032,1.481,0.06486,6.486,0.07864,7.864,0.20864,20.864,0.19459,19.459,0.922423,0.098008,12.798,126.83,126.171,2.75,118.86,130.21,64,62,0.007933536,0.000219765,0.09091,9.091,1,0.076,7.6,0
0.0288100,2.881,0.014590,2.29674000E-04,1.459,0.01548,1.548,0.04377,4.377,0.13153,13.153,1.237,0.05753,5.753,0.0533,5.33,0.12245,12.245,0.1726,17.26,0.829169,0.247558,8.52,124.624,125.203,3.506,117.82,136.102,48,45,0.007971359,0.000372229,0.53247,53.247,1,0.0506,5.06,0
0.0453000,4.53,0.020680,3.38362000E-04,2.068,0.017,1.7,0.06204,6.204,0.16859,16.859,1.458,0.08238,8.238,0.10278,10.278,0.18942,18.942,0.24714,24.714,0.798608,0.300525,7.242,131.502,132.05,10.417,86.146,154.08,56,51,0.007469216,0.000545628,0.18868,18.868,1,0.15345,15.345,0
0.0271300,2.713,0.013380,2.32503000E-04,1.338,0.01665,1.665,0.04015,4.015,0.17831,17.831,1.44,0.1087,10.87,0.07182,7.182,0.19845,19.845,0.3261,32.61,0.831274,0.23396,8.23,115.27,117.005,8.503,106.373,132.546,27,25,0.008568926,0.000641608,0.14815,14.815,1,0.10491,10.491,0
0.0353000,3.53,0.015870,2.64308000E-04,1.587,0.01816,1.816,0.0476,4.76,0.15184,15.184,1.533,0.06766,6.766,0.09085,9.085,0.22307,22.307,0.20299,20.299,0.797404,0.309295,7.583,138.732,133.696,14.732,112.316,154.128,75,69,0.007488547,0.000908549,0.47015,47.015,5,0.60021,60.021,0
0.0178300,1.783,0.007680,1.39715000E-04,0.768,0.00817,0.817,0.02305,2.305,0.1251,12.51,1.165,0.05424,5.424,0.0775,7.75,0.14616,14.616,0.16271,16.271,0.901777,0.128384,11.519,125.823,128.03,9.189,111.137,149.454,159,155,0.007837127,0.000570268,0.09353,9.353,2,0.09665,9.665,0
0.0267800,2.678,0.012460,1.90832000E-04,1.246,0.0143,1.43,0.03738,3.738,0.11707,11.707,1.233,0.04235,4.235,0.06464,6.464,0.136,13.6,0.12706,12.706,0.85831,0.21093,9.937,134.759,140.746,30.896,107.886,254.708,135,130,0.007125795,0.001285452,0.41104,41.104,2,0.41655,41.655,0
0.0412000,4.12,0.017470,3.00777000E-04,1.747,0.01863,1.863,0.0524,5.24,0.11211,11.211,1.176,0.04628,4.628,0.07396,7.396,0.08932,8.932,0.13885,13.885,0.798184,0.33088,8.072,139.792,137.406,14.445,104.736,163.83,146,140,0.007300403,0.000863431,0.30519,30.519,4,0.27346,27.346,0
0.0289300,2.893,0.011420,2.07398000E-04,1.142,0.01864,1.864,0.03426,3.426,0.15758,15.758,1.303,0.0793,7.93,0.10494,10.494,0.12021,12.021,0.2379,23.79,0.783665,0.31722,6.675,137.721,140.414,8.278,130.553,164.379,40,37,0.007168305,0.000422087,0.29268,29.268,2,0.14144,14.144,0
0.0226300,2.263,0.011150,1.72779000E-04,1.115,0.01451,1.451,0.03346,3.346,0.10785,10.785,1.051,0.04842,4.842,0.07033,7.033,0.14623,14.623,0.14526,14.526,0.909243,0.118651,11.783,129.596,130.714,11.78,119.174,183.204,63,62,0.007634559,0.000684466,0.11321,11.321,0,0,0,0
0.0300100,3.001,0.012180,2.30688000E-04,1.218,0.01497,1.497,0.03655,3.655,0.11306,11.306,1.176,0.04793,4.793,0.071,7.1,0.13794,13.794,0.1438,14.38,0.874327,0.161683,10.011,131.757,129.571,7.61,117.003,140.706,54,51,0.007687027,0.000547647,0.16,16,2,0.20441,20.441,0
0.0227200,2.272,0.008100,1.81749000E-04,0.81,0.01256,1.256,0.0243,2.43,0.15819,15.819,1.42,0.07219,7.219,0.08526,8.526,0.12975,12.975,0.21656,21.656,0.871402,0.162259,9.666,125.537,124.356,9.629,108.224,138.615,60,59,0.007999138,0.000693111,0.02083,2.083,0,0,0,0
0.0216000,2.16,0.011030,1.64715000E-04,1.103,0.01308,1.308,0.0331,3.31,0.09462,9.462,1.026,0.03588,3.588,0.06103,6.103,0.11496,11.496,0.10763,10.763,0.844447,0.238376,9.277,134.017,131.198,7.239,113.413,141.662,63,60,0.007624977,0.000445127,0.21311,21.311,1,0.09251,9.251,0
0.0224000,2.24,0.010320,1.74853000E-04,1.032,0.00877,0.877,0.03096,3.096,0.13121,13.121,1.232,0.05239,5.239,0.08406,8.406,0.06436,6.436,0.15718,15.718,0.869859,0.173972,9.447,127.641,128.207,8.95,116.643,142.688,43,41,0.007805459,0.000554162,0.40678,40.678,1,0.24888,24.888,0
0.0103500,1.035,0.004670,7.88470000E-05,0.467,0.00571,0.571,0.01401,1.401,0.0918,9.18,0.81,0.03741,3.741,0.05851,5.851,0.09857,9.857,0.11224,11.224,0.929466,0.086754,12.896,131.552,131.129,3.269,125.599,136.83,47,46,0.00761816,0.000201508,0.14286,14.286,0,0,0,0
